#X,Z,log_Rho,Rho
15.0,-25.0,1.82,66.0
15.0,-30.0,1.81,64.0
15.0,-35.0,1.8,63.0
15.0,-40.0,1.81,65.0
15.0,-45.0,1.83,67.0
15.0,-50.0,1.84,69.0
15.0,-55.0,1.86,72.0
15.0,-60.0,1.88,76.0
15.0,-65.0,1.9,80.0
15.0,-70.0,1.93,86.0
15.0,-75.0,1.97,94.0
15.0,-80.0,2.01,102.0
15.0,-85.0,2.04,109.0
15.0,-90.0,2.06,116.0
15.0,-95.0,2.09,122.0
15.0,-100.0,2.11,128.0
15.0,-105.0,2.12,133.0
15.0,-110.0,2.14,138.0
15.0,-115.0,2.16,143.0
15.0,-120.0,2.17,148.0
15.0,-125.0,2.18,153.0
15.0,-130.0,2.2,159.0
15.0,-135.0,2.21,164.0
15.0,-140.0,2.23,170.0
15.0,-145.0,2.25,176.0
15.0,-150.0,2.26,182.0
15.0,-155.0,2.27,188.0
15.0,-160.0,2.29,195.0
15.0,-165.0,2.3,199.0
15.0,-170.0,2.3,200.0
15.0,-175.0,2.3,200.0
15.0,-180.0,2.3,200.0
15.0,-185.0,2.3,200.0
15.0,-190.0,2.3,200.0
15.0,-195.0,2.3,200.0
15.0,-200.0,2.3,200.0
20.0,0.0,1.87,74.0
20.0,-5.0,1.86,73.0
20.0,-10.0,1.85,71.0
20.0,-15.0,1.84,69.0
20.0,-20.0,1.83,68.0
20.0,-25.0,1.82,66.0
20.0,-30.0,1.81,64.0
20.0,-35.0,1.8,63.0
20.0,-40.0,1.81,65.0
20.0,-45.0,1.83,67.0
20.0,-50.0,1.85,70.0
20.0,-55.0,1.87,74.0
20.0,-60.0,1.89,78.0
20.0,-65.0,1.91,82.0
20.0,-70.0,1.94,88.0
20.0,-75.0,1.98,96.0
20.0,-80.0,2.01,103.0
20.0,-85.0,2.04,110.0
20.0,-90.0,2.06,116.0
20.0,-95.0,2.09,122.0
20.0,-100.0,2.11,128.0
20.0,-105.0,2.12,133.0
20.0,-110.0,2.14,138.0
20.0,-115.0,2.16,143.0
20.0,-120.0,2.17,148.0
20.0,-125.0,2.18,153.0
20.0,-130.0,2.2,159.0
20.0,-135.0,2.21,164.0
20.0,-140.0,2.23,170.0
20.0,-145.0,2.25,176.0
20.0,-150.0,2.26,183.0
20.0,-155.0,2.28,189.0
20.0,-160.0,2.29,195.0
20.0,-165.0,2.3,199.0
20.0,-170.0,2.3,200.0
20.0,-175.0,2.3,200.0
20.0,-180.0,2.3,200.0
20.0,-185.0,2.3,200.0
20.0,-190.0,2.3,200.0
20.0,-195.0,2.3,200.0
20.0,-200.0,2.3,200.0
25.0,0.0,1.87,74.0
25.0,-5.0,1.86,73.0
25.0,-10.0,1.85,71.0
25.0,-15.0,1.84,69.0
25.0,-20.0,1.83,68.0
25.0,-25.0,1.82,66.0
25.0,-30.0,1.81,64.0
25.0,-35.0,1.8,63.0
25.0,-40.0,1.81,65.0
25.0,-45.0,1.83,68.0
25.0,-50.0,1.86,72.0
25.0,-55.0,1.88,76.0
25.0,-60.0,1.9,80.0
25.0,-65.0,1.92,84.0
25.0,-70.0,1.95,90.0
25.0,-75.0,1.99,97.0
25.0,-80.0,2.02,104.0
25.0,-85.0,2.04,110.0
25.0,-90.0,2.07,117.0
25.0,-95.0,2.09,123.0
25.0,-100.0,2.11,129.0
25.0,-105.0,2.13,134.0
25.0,-110.0,2.14,139.0
25.0,-115.0,2.16,144.0
25.0,-120.0,2.17,149.0
25.0,-125.0,2.19,154.0
25.0,-130.0,2.2,159.0
25.0,-135.0,2.21,164.0
25.0,-140.0,2.23,170.0
25.0,-145.0,2.25,177.0
25.0,-150.0,2.26,183.0
25.0,-155.0,2.28,190.0
25.0,-160.0,2.29,196.0
25.0,-165.0,2.3,200.0
25.0,-170.0,2.3,200.0
25.0,-175.0,2.3,200.0
25.0,-180.0,2.3,200.0
25.0,-185.0,2.3,200.0
25.0,-190.0,2.3,200.0
25.0,-195.0,2.3,200.0
25.0,-200.0,2.3,200.0
30.0,0.0,1.87,74.0
30.0,-5.0,1.86,73.0
30.0,-10.0,1.85,71.0
30.0,-15.0,1.84,69.0
30.0,-20.0,1.83,68.0
30.0,-25.0,1.82,66.0
30.0,-30.0,1.81,64.0
30.0,-35.0,1.81,64.0
30.0,-40.0,1.82,66.0
30.0,-45.0,1.85,70.0
30.0,-50.0,1.87,74.0
30.0,-55.0,1.89,78.0
30.0,-60.0,1.91,82.0
30.0,-65.0,1.93,86.0
30.0,-70.0,1.96,91.0
30.0,-75.0,1.99,98.0
30.0,-80.0,2.02,104.0
30.0,-85.0,2.05,111.0
30.0,-90.0,2.07,117.0
30.0,-95.0,2.09,124.0
30.0,-100.0,2.11,129.0
30.0,-105.0,2.13,134.0
30.0,-110.0,2.14,139.0
30.0,-115.0,2.16,144.0
30.0,-120.0,2.17,149.0
30.0,-125.0,2.19,154.0
30.0,-130.0,2.2,159.0
30.0,-135.0,2.22,165.0
30.0,-140.0,2.23,171.0
30.0,-145.0,2.25,177.0
30.0,-150.0,2.26,184.0
30.0,-155.0,2.28,190.0
30.0,-160.0,2.29,197.0
30.0,-165.0,2.3,200.0
30.0,-170.0,2.3,200.0
30.0,-175.0,2.3,200.0
30.0,-180.0,2.3,200.0
30.0,-185.0,2.3,200.0
30.0,-190.0,2.3,200.0
30.0,-195.0,2.3,200.0
30.0,-200.0,2.3,200.0
35.0,0.0,1.87,74.0
35.0,-5.0,1.86,73.0
35.0,-10.0,1.85,71.0
35.0,-15.0,1.84,69.0
35.0,-20.0,1.83,68.0
35.0,-25.0,1.82,66.0
35.0,-30.0,1.81,64.0
35.0,-35.0,1.81,64.0
35.0,-40.0,1.83,67.0
35.0,-45.0,1.85,71.0
35.0,-50.0,1.88,75.0
35.0,-55.0,1.89,78.0
35.0,-60.0,1.91,82.0
35.0,-65.0,1.93,86.0
35.0,-70.0,1.96,92.0
35.0,-75.0,2.0,99.0
35.0,-80.0,2.02,105.0
35.0,-85.0,2.05,111.0
35.0,-90.0,2.07,118.0
35.0,-95.0,2.09,124.0
35.0,-100.0,2.11,129.0
35.0,-105.0,2.13,134.0
35.0,-110.0,2.14,139.0
35.0,-115.0,2.16,144.0
35.0,-120.0,2.17,149.0
35.0,-125.0,2.19,154.0
35.0,-130.0,2.2,159.0
35.0,-135.0,2.22,165.0
35.0,-140.0,2.23,171.0
35.0,-145.0,2.25,178.0
35.0,-150.0,2.26,184.0
35.0,-155.0,2.28,191.0
35.0,-160.0,2.29,197.0
35.0,-165.0,2.3,200.0
35.0,-170.0,2.3,200.0
35.0,-175.0,2.3,200.0
35.0,-180.0,2.3,200.0
35.0,-185.0,2.3,200.0
35.0,-190.0,2.3,200.0
35.0,-195.0,2.3,200.0
35.0,-200.0,2.3,200.0
40.0,0.0,1.87,74.0
40.0,-5.0,1.86,73.0
40.0,-10.0,1.85,71.0
40.0,-15.0,1.84,69.0
40.0,-20.0,1.83,68.0
40.0,-25.0,1.82,66.0
40.0,-30.0,1.81,64.0
40.0,-35.0,1.81,64.0
40.0,-40.0,1.82,66.0
40.0,-45.0,1.85,70.0
40.0,-50.0,1.87,74.0
40.0,-55.0,1.89,78.0
40.0,-60.0,1.91,82.0
40.0,-65.0,1.93,86.0
40.0,-70.0,1.96,92.0
40.0,-75.0,2.0,99.0
40.0,-80.0,2.02,105.0
40.0,-85.0,2.05,112.0
40.0,-90.0,2.07,118.0
40.0,-95.0,2.1,125.0
40.0,-100.0,2.11,130.0
40.0,-105.0,2.13,135.0
40.0,-110.0,2.15,140.0
40.0,-115.0,2.16,145.0
40.0,-120.0,2.18,150.0
40.0,-125.0,2.19,154.0
40.0,-130.0,2.2,159.0
40.0,-135.0,2.22,165.0
40.0,-140.0,2.24,172.0
40.0,-145.0,2.25,178.0
40.0,-150.0,2.27,185.0
40.0,-155.0,2.28,191.0
40.0,-160.0,2.29,197.0
40.0,-165.0,2.3,200.0
40.0,-170.0,2.3,200.0
40.0,-175.0,2.3,200.0
40.0,-180.0,2.3,200.0
40.0,-185.0,2.3,200.0
40.0,-190.0,2.3,200.0
40.0,-195.0,2.3,200.0
40.0,-200.0,2.3,200.0
45.0,0.0,1.87,74.0
45.0,-5.0,1.86,73.0
45.0,-10.0,1.85,71.0
45.0,-15.0,1.84,69.0
45.0,-20.0,1.83,68.0
45.0,-25.0,1.81,65.0
45.0,-30.0,1.8,63.0
45.0,-35.0,1.8,63.0
45.0,-40.0,1.82,66.0
45.0,-45.0,1.85,70.0
45.0,-50.0,1.87,74.0
45.0,-55.0,1.89,78.0
45.0,-60.0,1.91,82.0
45.0,-65.0,1.93,86.0
45.0,-70.0,1.96,92.0
45.0,-75.0,2.0,99.0
45.0,-80.0,2.03,106.0
45.0,-85.0,2.05,112.0
45.0,-90.0,2.08,119.0
45.0,-95.0,2.1,125.0
45.0,-100.0,2.11,130.0
45.0,-105.0,2.13,135.0
45.0,-110.0,2.15,140.0
45.0,-115.0,2.16,145.0
45.0,-120.0,2.18,150.0
45.0,-125.0,2.19,154.0
45.0,-130.0,2.2,159.0
45.0,-135.0,2.22,165.0
45.0,-140.0,2.24,172.0
45.0,-145.0,2.25,178.0
45.0,-150.0,2.27,185.0
45.0,-155.0,2.28,192.0
45.0,-160.0,2.3,198.0
45.0,-165.0,2.3,200.0
45.0,-170.0,2.3,200.0
45.0,-175.0,2.3,200.0
45.0,-180.0,2.3,200.0
45.0,-185.0,2.3,200.0
45.0,-190.0,2.3,200.0
45.0,-195.0,2.3,200.0
45.0,-200.0,2.3,200.0
50.0,0.0,1.87,74.0
50.0,-5.0,1.86,73.0
50.0,-10.0,1.85,71.0
50.0,-15.0,1.84,69.0
50.0,-20.0,1.83,67.0
50.0,-25.0,1.81,65.0
50.0,-30.0,1.8,63.0
50.0,-35.0,1.8,63.0
50.0,-40.0,1.82,66.0
50.0,-45.0,1.84,69.0
50.0,-50.0,1.86,73.0
50.0,-55.0,1.89,78.0
50.0,-60.0,1.91,82.0
50.0,-65.0,1.93,86.0
50.0,-70.0,1.96,92.0
50.0,-75.0,2.0,99.0
50.0,-80.0,2.03,106.0
50.0,-85.0,2.05,112.0
50.0,-90.0,2.08,119.0
50.0,-95.0,2.1,125.0
50.0,-100.0,2.11,130.0
50.0,-105.0,2.13,135.0
50.0,-110.0,2.15,140.0
50.0,-115.0,2.16,145.0
50.0,-120.0,2.18,150.0
50.0,-125.0,2.19,154.0
50.0,-130.0,2.2,159.0
50.0,-135.0,2.22,165.0
50.0,-140.0,2.24,172.0
50.0,-145.0,2.25,178.0
50.0,-150.0,2.27,185.0
50.0,-155.0,2.28,192.0
50.0,-160.0,2.3,198.0
50.0,-165.0,2.3,200.0
50.0,-170.0,2.3,200.0
50.0,-175.0,2.3,200.0
50.0,-180.0,2.3,200.0
50.0,-185.0,2.3,200.0
50.0,-190.0,2.3,200.0
50.0,-195.0,2.3,200.0
50.0,-200.0,2.3,200.0
55.0,0.0,1.87,74.0
55.0,-5.0,1.86,73.0
55.0,-10.0,1.85,71.0
55.0,-15.0,1.84,69.0
55.0,-20.0,1.83,67.0
55.0,-25.0,1.81,65.0
55.0,-30.0,1.8,63.0
55.0,-35.0,1.79,62.0
55.0,-40.0,1.81,65.0
55.0,-45.0,1.84,69.0
55.0,-50.0,1.86,73.0
55.0,-55.0,1.89,78.0
55.0,-60.0,1.91,82.0
55.0,-65.0,1.93,86.0
55.0,-70.0,1.96,92.0
55.0,-75.0,2.0,99.0
55.0,-80.0,2.03,106.0
55.0,-85.0,2.05,112.0
55.0,-90.0,2.08,119.0
55.0,-95.0,2.1,125.0
55.0,-100.0,2.11,130.0
55.0,-105.0,2.13,135.0
55.0,-110.0,2.15,140.0
55.0,-115.0,2.16,145.0
55.0,-120.0,2.18,150.0
55.0,-125.0,2.19,154.0
55.0,-130.0,2.2,159.0
55.0,-135.0,2.22,165.0
55.0,-140.0,2.24,172.0
55.0,-145.0,2.25,178.0
55.0,-150.0,2.27,185.0
55.0,-155.0,2.28,192.0
55.0,-160.0,2.3,198.0
55.0,-165.0,2.3,200.0
55.0,-170.0,2.3,200.0
55.0,-175.0,2.3,200.0
55.0,-180.0,2.3,200.0
55.0,-185.0,2.3,200.0
55.0,-190.0,2.3,200.0
55.0,-195.0,2.3,200.0
55.0,-200.0,2.3,200.0
60.0,0.0,1.87,74.0
60.0,-5.0,1.86,73.0
60.0,-10.0,1.85,71.0
60.0,-15.0,1.84,69.0
60.0,-20.0,1.83,67.0
60.0,-25.0,1.81,64.0
60.0,-30.0,1.79,62.0
60.0,-35.0,1.79,62.0
60.0,-40.0,1.81,65.0
60.0,-45.0,1.84,69.0
60.0,-50.0,1.86,73.0
60.0,-55.0,1.89,78.0
60.0,-60.0,1.91,82.0
60.0,-65.0,1.93,86.0
60.0,-70.0,1.96,92.0
60.0,-75.0,2.0,99.0
60.0,-80.0,2.02,105.0
60.0,-85.0,2.05,112.0
60.0,-90.0,2.08,119.0
60.0,-95.0,2.1,125.0
60.0,-100.0,2.11,130.0
60.0,-105.0,2.13,135.0
60.0,-110.0,2.15,140.0
60.0,-115.0,2.16,145.0
60.0,-120.0,2.18,150.0
60.0,-125.0,2.19,154.0
60.0,-130.0,2.2,159.0
60.0,-135.0,2.22,165.0
60.0,-140.0,2.24,172.0
60.0,-145.0,2.25,178.0
60.0,-150.0,2.27,185.0
60.0,-155.0,2.28,192.0
60.0,-160.0,2.3,198.0
60.0,-165.0,2.3,200.0
60.0,-170.0,2.3,200.0
60.0,-175.0,2.3,200.0
60.0,-180.0,2.3,200.0
60.0,-185.0,2.3,200.0
60.0,-190.0,2.3,200.0
60.0,-195.0,2.3,200.0
60.0,-200.0,2.3,200.0
65.0,0.0,1.87,74.0
65.0,-5.0,1.86,73.0
65.0,-10.0,1.85,71.0
65.0,-15.0,1.84,69.0
65.0,-20.0,1.82,66.0
65.0,-25.0,1.81,64.0
65.0,-30.0,1.79,62.0
65.0,-35.0,1.79,62.0
65.0,-40.0,1.81,65.0
65.0,-45.0,1.84,69.0
65.0,-50.0,1.86,73.0
65.0,-55.0,1.89,78.0
65.0,-60.0,1.91,82.0
65.0,-65.0,1.93,86.0
65.0,-70.0,1.96,92.0
65.0,-75.0,2.0,99.0
65.0,-80.0,2.02,105.0
65.0,-85.0,2.05,112.0
65.0,-90.0,2.08,119.0
65.0,-95.0,2.1,125.0
65.0,-100.0,2.11,130.0
65.0,-105.0,2.13,135.0
65.0,-110.0,2.15,140.0
65.0,-115.0,2.16,145.0
65.0,-120.0,2.18,150.0
65.0,-125.0,2.19,154.0
65.0,-130.0,2.2,159.0
65.0,-135.0,2.22,165.0
65.0,-140.0,2.24,172.0
65.0,-145.0,2.25,178.0
65.0,-150.0,2.27,185.0
65.0,-155.0,2.28,192.0
65.0,-160.0,2.3,198.0
65.0,-165.0,2.3,200.0
65.0,-170.0,2.3,200.0
65.0,-175.0,2.3,200.0
65.0,-180.0,2.3,200.0
65.0,-185.0,2.3,200.0
65.0,-190.0,2.3,200.0
65.0,-195.0,2.3,200.0
65.0,-200.0,2.3,200.0
70.0,0.0,1.87,74.0
70.0,-5.0,1.86,73.0
70.0,-10.0,1.85,71.0
70.0,-15.0,1.84,69.0
70.0,-20.0,1.83,67.0
70.0,-25.0,1.81,65.0
70.0,-30.0,1.79,62.0
70.0,-35.0,1.79,62.0
70.0,-40.0,1.81,65.0
70.0,-45.0,1.84,69.0
70.0,-50.0,1.87,74.0
70.0,-55.0,1.89,78.0
70.0,-60.0,1.91,82.0
70.0,-65.0,1.93,86.0
70.0,-70.0,1.96,92.0
70.0,-75.0,2.0,99.0
70.0,-80.0,2.02,105.0
70.0,-85.0,2.05,112.0
70.0,-90.0,2.08,119.0
70.0,-95.0,2.1,125.0
70.0,-100.0,2.11,130.0
70.0,-105.0,2.13,135.0
70.0,-110.0,2.15,140.0
70.0,-115.0,2.16,145.0
70.0,-120.0,2.18,150.0
70.0,-125.0,2.19,154.0
70.0,-130.0,2.2,159.0
70.0,-135.0,2.22,165.0
70.0,-140.0,2.24,172.0
70.0,-145.0,2.25,178.0
70.0,-150.0,2.27,185.0
70.0,-155.0,2.28,192.0
70.0,-160.0,2.3,198.0
70.0,-165.0,2.3,200.0
70.0,-170.0,2.3,200.0
70.0,-175.0,2.3,200.0
70.0,-180.0,2.3,200.0
70.0,-185.0,2.3,200.0
70.0,-190.0,2.3,200.0
70.0,-195.0,2.3,200.0
70.0,-200.0,2.3,200.0
75.0,0.0,1.87,74.0
75.0,-5.0,1.86,73.0
75.0,-10.0,1.85,71.0
75.0,-15.0,1.84,69.0
75.0,-20.0,1.83,67.0
75.0,-25.0,1.81,65.0
75.0,-30.0,1.8,63.0
75.0,-35.0,1.8,63.0
75.0,-40.0,1.81,65.0
75.0,-45.0,1.85,70.0
75.0,-50.0,1.87,74.0
75.0,-55.0,1.89,78.0
75.0,-60.0,1.91,82.0
75.0,-65.0,1.93,86.0
75.0,-70.0,1.96,92.0
75.0,-75.0,2.0,99.0
75.0,-80.0,2.02,105.0
75.0,-85.0,2.05,112.0
75.0,-90.0,2.08,119.0
75.0,-95.0,2.1,125.0
75.0,-100.0,2.11,130.0
75.0,-105.0,2.13,135.0
75.0,-110.0,2.15,140.0
75.0,-115.0,2.16,145.0
75.0,-120.0,2.18,150.0
75.0,-125.0,2.19,154.0
75.0,-130.0,2.2,159.0
75.0,-135.0,2.22,165.0
75.0,-140.0,2.24,172.0
75.0,-145.0,2.25,178.0
75.0,-150.0,2.27,185.0
75.0,-155.0,2.28,192.0
75.0,-160.0,2.3,198.0
75.0,-165.0,2.3,200.0
75.0,-170.0,2.3,200.0
75.0,-175.0,2.3,200.0
75.0,-180.0,2.3,200.0
75.0,-185.0,2.3,200.0
75.0,-190.0,2.3,200.0
75.0,-195.0,2.3,200.0
75.0,-200.0,2.3,200.0
80.0,0.0,1.87,74.0
80.0,-5.0,1.86,73.0
80.0,-10.0,1.85,71.0
80.0,-15.0,1.85,70.0
80.0,-20.0,1.83,68.0
80.0,-25.0,1.82,66.0
80.0,-30.0,1.8,63.0
80.0,-35.0,1.8,63.0
80.0,-40.0,1.82,66.0
80.0,-45.0,1.85,70.0
80.0,-50.0,1.87,74.0
80.0,-55.0,1.89,78.0
80.0,-60.0,1.91,82.0
80.0,-65.0,1.93,86.0
80.0,-70.0,1.96,92.0
80.0,-75.0,2.0,99.0
80.0,-80.0,2.02,105.0
80.0,-85.0,2.05,112.0
80.0,-90.0,2.07,118.0
80.0,-95.0,2.1,125.0
80.0,-100.0,2.11,130.0
80.0,-105.0,2.13,135.0
80.0,-110.0,2.15,140.0
80.0,-115.0,2.16,145.0
80.0,-120.0,2.18,150.0
80.0,-125.0,2.19,154.0
80.0,-130.0,2.2,159.0
80.0,-135.0,2.22,165.0
80.0,-140.0,2.24,172.0
80.0,-145.0,2.25,178.0
80.0,-150.0,2.27,185.0
80.0,-155.0,2.28,192.0
80.0,-160.0,2.3,198.0
80.0,-165.0,2.3,200.0
80.0,-170.0,2.3,200.0
80.0,-175.0,2.3,200.0
80.0,-180.0,2.3,200.0
80.0,-185.0,2.3,200.0
80.0,-190.0,2.3,200.0
80.0,-195.0,2.3,200.0
80.0,-200.0,2.3,200.0
85.0,0.0,1.87,74.0
85.0,-5.0,1.86,73.0
85.0,-10.0,1.85,71.0
85.0,-15.0,1.85,70.0
85.0,-20.0,1.83,68.0
85.0,-25.0,1.82,66.0
85.0,-30.0,1.81,64.0
85.0,-35.0,1.8,63.0
85.0,-40.0,1.82,66.0
85.0,-45.0,1.85,70.0
85.0,-50.0,1.87,74.0
85.0,-55.0,1.89,78.0
85.0,-60.0,1.91,82.0
85.0,-65.0,1.93,86.0
85.0,-70.0,1.96,92.0
85.0,-75.0,2.0,99.0
85.0,-80.0,2.02,105.0
85.0,-85.0,2.05,112.0
85.0,-90.0,2.07,118.0
85.0,-95.0,2.09,124.0
85.0,-100.0,2.11,130.0
85.0,-105.0,2.13,135.0
85.0,-110.0,2.15,140.0
85.0,-115.0,2.16,145.0
85.0,-120.0,2.18,150.0
85.0,-125.0,2.19,154.0
85.0,-130.0,2.2,159.0
85.0,-135.0,2.22,165.0
85.0,-140.0,2.24,172.0
85.0,-145.0,2.25,178.0
85.0,-150.0,2.27,185.0
85.0,-155.0,2.28,192.0
85.0,-160.0,2.3,198.0
85.0,-165.0,2.3,200.0
85.0,-170.0,2.3,200.0
85.0,-175.0,2.3,200.0
85.0,-180.0,2.3,200.0
85.0,-185.0,2.3,200.0
85.0,-190.0,2.3,200.0
85.0,-195.0,2.3,200.0
85.0,-200.0,2.3,200.0
90.0,0.0,1.87,74.0
90.0,-5.0,1.86,73.0
90.0,-10.0,1.85,71.0
90.0,-15.0,1.85,70.0
90.0,-20.0,1.83,68.0
90.0,-25.0,1.82,66.0
90.0,-30.0,1.81,64.0
90.0,-35.0,1.81,64.0
90.0,-40.0,1.82,66.0
90.0,-45.0,1.85,70.0
90.0,-50.0,1.87,74.0
90.0,-55.0,1.89,78.0
90.0,-60.0,1.91,82.0
90.0,-65.0,1.93,86.0
90.0,-70.0,1.96,92.0
90.0,-75.0,1.99,98.0
90.0,-80.0,2.02,105.0
90.0,-85.0,2.05,111.0
90.0,-90.0,2.07,117.0
90.0,-95.0,2.09,123.0
90.0,-100.0,2.11,129.0
90.0,-105.0,2.13,134.0
90.0,-110.0,2.14,139.0
90.0,-115.0,2.16,144.0
90.0,-120.0,2.17,149.0
90.0,-125.0,2.19,154.0
90.0,-130.0,2.2,159.0
90.0,-135.0,2.22,165.0
90.0,-140.0,2.24,172.0
90.0,-145.0,2.25,178.0
90.0,-150.0,2.27,185.0
90.0,-155.0,2.28,192.0
90.0,-160.0,2.29,197.0
90.0,-165.0,2.3,200.0
90.0,-170.0,2.3,200.0
90.0,-175.0,2.3,200.0
90.0,-180.0,2.3,200.0
90.0,-185.0,2.3,200.0
90.0,-190.0,2.3,200.0
90.0,-195.0,2.3,200.0
90.0,-200.0,2.3,200.0
95.0,0.0,1.87,74.0
95.0,-5.0,1.86,73.0
95.0,-10.0,1.85,71.0
95.0,-15.0,1.85,70.0
95.0,-20.0,1.83,68.0
95.0,-25.0,1.82,66.0
95.0,-30.0,1.81,64.0
95.0,-35.0,1.81,64.0
95.0,-40.0,1.82,66.0
95.0,-45.0,1.85,70.0
95.0,-50.0,1.87,74.0
95.0,-55.0,1.89,78.0
95.0,-60.0,1.91,82.0
95.0,-65.0,1.93,86.0
95.0,-70.0,1.96,92.0
95.0,-75.0,1.99,98.0
95.0,-80.0,2.02,104.0
95.0,-85.0,2.04,110.0
95.0,-90.0,2.06,116.0
95.0,-95.0,2.09,122.0
95.0,-100.0,2.11,128.0
95.0,-105.0,2.12,133.0
95.0,-110.0,2.14,138.0
95.0,-115.0,2.16,144.0
95.0,-120.0,2.17,149.0
95.0,-125.0,2.19,154.0
95.0,-130.0,2.2,159.0
95.0,-135.0,2.22,165.0
95.0,-140.0,2.23,171.0
95.0,-145.0,2.25,178.0
95.0,-150.0,2.27,185.0
95.0,-155.0,2.28,192.0
95.0,-160.0,2.29,197.0
95.0,-165.0,2.3,200.0
95.0,-170.0,2.3,200.0
95.0,-175.0,2.3,200.0
95.0,-180.0,2.3,200.0
95.0,-185.0,2.3,200.0
95.0,-190.0,2.3,200.0
95.0,-195.0,2.3,200.0
95.0,-200.0,2.3,200.0
100.0,0.0,1.87,74.0
100.0,-5.0,1.86,73.0
