#X,Z,log_Rho,Rho
2.5,-36.24,2.17,149.0
2.5,-37.75,2.19,154.0
2.5,-39.26,2.2,159.0
2.5,-40.77,2.22,165.0
2.5,-42.28,2.23,170.0
2.5,-43.79,2.24,175.0
2.5,-45.3,2.25,178.0
2.5,-46.81,2.26,181.0
2.5,-48.32,2.26,184.0
2.5,-49.83,2.27,187.0
2.5,-51.34,2.28,190.0
2.5,-52.85,2.28,192.0
2.5,-54.36,2.29,195.0
2.5,-55.87,2.29,197.0
2.5,-57.38,2.3,199.0
2.5,-58.89,2.3,200.0
2.5,-60.4,2.3,200.0
5.0,0.0,1.87,74.0
5.0,-1.51,1.86,73.0
5.0,-3.02,1.85,71.0
5.0,-4.53,1.84,69.0
5.0,-6.04,1.83,68.0
5.0,-7.55,1.82,66.0
5.0,-9.06,1.81,64.0
5.0,-10.57,1.8,63.0
5.0,-12.08,1.81,65.0
5.0,-13.59,1.83,68.0
5.0,-15.1,1.85,71.0
5.0,-16.61,1.87,74.0
5.0,-18.12,1.89,78.0
5.0,-19.63,1.91,82.0
5.0,-21.14,1.95,89.0
5.0,-22.65,1.99,98.0
5.0,-24.16,2.02,105.0
5.0,-25.67,2.05,112.0
5.0,-27.18,2.07,118.0
5.0,-28.69,2.09,124.0
5.0,-30.2,2.11,129.0
5.0,-31.71,2.12,133.0
5.0,-33.22,2.14,138.0
5.0,-34.73,2.16,143.0
5.0,-36.24,2.17,148.0
5.0,-37.75,2.18,153.0
5.0,-39.26,2.2,159.0
5.0,-40.77,2.22,165.0
5.0,-42.28,2.23,171.0
5.0,-43.79,2.25,177.0
5.0,-45.3,2.26,182.0
5.0,-46.81,2.27,187.0
5.0,-48.32,2.28,190.0
5.0,-49.83,2.29,193.0
5.0,-51.34,2.29,196.0
5.0,-52.85,2.3,198.0
5.0,-54.36,2.3,199.0
5.0,-55.87,2.3,200.0
5.0,-57.38,2.3,200.0
5.0,-58.89,2.3,200.0
5.0,-60.4,2.3,200.0
7.5,0.0,1.87,74.0
7.5,-1.51,1.86,73.0
7.5,-3.02,1.85,71.0
7.5,-4.53,1.84,69.0
7.5,-6.04,1.83,68.0
7.5,-7.55,1.82,66.0
7.5,-9.06,1.81,64.0
7.5,-10.57,1.81,64.0
7.5,-12.08,1.82,66.0
7.5,-13.59,1.85,70.0
7.5,-15.1,1.87,74.0
7.5,-16.61,1.89,77.0
7.5,-18.12,1.91,81.0
7.5,-19.63,1.93,85.0
7.5,-21.14,1.96,91.0
7.5,-22.65,1.99,98.0
7.5,-24.16,2.02,104.0
7.5,-25.67,2.04,110.0
7.5,-27.18,2.06,116.0
7.5,-28.69,2.09,122.0
7.5,-30.2,2.1,127.0
7.5,-31.71,2.12,132.0
7.5,-33.22,2.14,137.0
7.5,-34.73,2.15,142.0
7.5,-36.24,2.17,147.0
7.5,-37.75,2.18,153.0
7.5,-39.26,2.2,159.0
7.5,-40.77,2.22,165.0
7.5,-42.28,2.23,171.0
7.5,-43.79,2.25,177.0
7.5,-45.3,2.26,183.0
7.5,-46.81,2.28,190.0
7.5,-48.32,2.29,195.0
7.5,-49.83,2.3,198.0
7.5,-51.34,2.3,199.0
7.5,-52.85,2.3,200.0
7.5,-54.36,2.3,200.0
7.5,-55.87,2.3,200.0
7.5,-57.38,2.3,200.0
7.5,-58.89,2.3,200.0
7.5,-60.4,2.3,200.0
10.0,0.0,1.87,74.0
10.0,-1.51,1.86,73.0
10.0,-3.02,1.85,71.0
10.0,-4.53,1.84,69.0
10.0,-6.04,1.83,68.0
10.0,-7.55,1.82,66.0
10.0,-9.06,1.81,64.0
10.0,-10.57,1.81,64.0
10.0,-12.08,1.83,67.0
10.0,-13.59,1.85,71.0
10.0,-15.1,1.88,75.0
10.0,-16.61,1.9,79.0
10.0,-18.12,1.91,82.0
10.0,-19.63,1.93,86.0
10.0,-21.14,1.96,91.0
10.0,-22.65,1.99,97.0
10.0,-24.16,2.01,103.0
10.0,-25.67,2.04,109.0
10.0,-27.18,2.06,114.0
10.0,-28.69,2.08,120.0
10.0,-30.2,2.1,126.0
10.0,-31.71,2.12,131.0
10.0,-33.22,2.13,136.0
10.0,-34.73,2.15,142.0
10.0,-36.24,2.17,147.0
10.0,-37.75,2.18,153.0
10.0,-39.26,2.2,159.0
10.0,-40.77,2.22,165.0
10.0,-42.28,2.23,171.0
10.0,-43.79,2.25,177.0
10.0,-45.3,2.26,183.0
10.0,-46.81,2.28,190.0
10.0,-48.32,2.29,196.0
10.0,-49.83,2.3,200.0
10.0,-51.34,2.3,200.0
10.0,-52.85,2.3,200.0
10.0,-54.36,2.3,200.0
10.0,-55.87,2.3,200.0
10.0,-57.38,2.3,200.0
10.0,-58.89,2.3,200.0
10.0,-60.4,2.3,200.0
12.5,0.0,1.87,74.0
12.5,-1.51,1.86,73.0
12.5,-3.02,1.85,71.0
12.5,-4.53,1.84,69.0
12.5,-6.04,1.83,68.0
12.5,-7.55,1.82,66.0
12.5,-9.06,1.81,64.0
12.5,-10.57,1.81,64.0
12.5,-12.08,1.83,67.0
12.5,-13.59,1.85,71.0
12.5,-15.1,1.88,75.0
12.5,-16.61,1.9,79.0
12.5,-18.12,1.91,82.0
12.5,-19.63,1.93,86.0
12.5,-21.14,1.96,91.0
12.5,-22.65,1.99,97.0
12.5,-24.16,2.01,103.0
12.5,-25.67,2.03,108.0
12.5,-27.18,2.06,114.0
12.5,-28.69,2.08,120.0
12.5,-30.2,2.1,125.0
12.5,-31.71,2.11,130.0
12.5,-33.22,2.13,136.0
12.5,-34.73,2.15,142.0
12.5,-36.24,2.17,147.0
12.5,-37.75,2.18,153.0
12.5,-39.26,2.2,159.0
12.5,-40.77,2.22,165.0
12.5,-42.28,2.23,171.0
12.5,-43.79,2.25,177.0
12.5,-45.3,2.26,184.0
12.5,-46.81,2.28,191.0
12.5,-48.32,2.29,197.0
12.5,-49.83,2.3,200.0
12.5,-51.34,2.3,200.0
12.5,-52.85,2.3,200.0
12.5,-54.36,2.3,200.0
12.5,-55.87,2.3,200.0
12.5,-57.38,2.3,200.0
12.5,-58.89,2.3,200.0
12.5,-60.4,2.3,200.0
15.0,0.0,1.87,74.0
15.0,-1.51,1.86,73.0
15.0,-3.02,1.85,71.0
15.0,-4.53,1.84,69.0
15.0,-6.04,1.83,68.0
15.0,-7.55,1.82,66.0
15.0,-9.06,1.81,64.0
15.0,-10.57,1.81,64.0
15.0,-12.08,1.83,67.0
15.0,-13.59,1.85,71.0
15.0,-15.1,1.88,75.0
15.0,-16.61,1.9,79.0
15.0,-18.12,1.91,82.0
15.0,-19.63,1.93,86.0
15.0,-21.14,1.96,92.0
15.0,-22.65,1.99,98.0
15.0,-24.16,2.02,104.0
15.0,-25.67,2.04,110.0
15.0,-27.18,2.06,116.0
15.0,-28.69,2.09,122.0
15.0,-30.2,2.1,125.0
15.0,-31.71,2.1,127.0
15.0,-33.22,2.12,133.0
15.0,-34.73,2.14,139.0
15.0,-36.24,2.16,146.0
15.0,-37.75,2.18,152.0
15.0,-39.26,2.2,158.0
15.0,-40.77,2.22,165.0
15.0,-42.28,2.23,171.0
15.0,-43.79,2.25,178.0
15.0,-45.3,2.27,185.0
15.0,-46.81,2.28,192.0
15.0,-48.32,2.3,198.0
15.0,-49.83,2.3,200.0
15.0,-51.34,2.3,200.0
15.0,-52.85,2.3,200.0
15.0,-54.36,2.3,200.0
15.0,-55.87,2.3,200.0
15.0,-57.38,2.3,200.0
15.0,-58.89,2.3,200.0
15.0,-60.4,2.3,200.0
17.5,0.0,1.87,74.0
17.5,-1.51,1.86,73.0
17.5,-3.02,1.85,71.0
17.5,-4.53,1.84,69.0
17.5,-6.04,1.83,68.0
17.5,-7.55,1.82,66.0
17.5,-9.06,1.81,64.0
17.5,-10.57,1.81,64.0
17.5,-12.08,1.83,67.0
17.5,-13.59,1.85,71.0
17.5,-15.1,1.88,75.0
17.5,-16.61,1.9,79.0
17.5,-18.12,1.91,82.0
17.5,-19.63,1.94,87.0
17.5,-21.14,1.96,92.0
17.5,-22.65,2.0,99.0
17.5,-24.16,2.03,106.0
17.5,-25.67,2.05,113.0
17.5,-27.18,2.08,120.0
17.5,-28.69,2.09,124.0
17.5,-30.2,2.1,125.0
17.5,-31.71,2.1,126.0
17.5,-33.22,2.11,129.0
17.5,-34.73,2.13,135.0
17.5,-36.24,2.15,142.0
17.5,-37.75,2.17,149.0
17.5,-39.26,2.2,157.0
17.5,-40.77,2.22,165.0
17.5,-42.28,2.24,172.0
17.5,-43.79,2.25,179.0
17.5,-45.3,2.27,186.0
17.5,-46.81,2.29,193.0
17.5,-48.32,2.3,198.0
17.5,-49.83,2.3,200.0
17.5,-51.34,2.3,200.0
17.5,-52.85,2.3,200.0
17.5,-54.36,2.3,200.0
17.5,-55.87,2.3,200.0
17.5,-57.38,2.3,200.0
17.5,-58.89,2.3,200.0
17.5,-60.4,2.3,200.0
20.0,0.0,1.87,74.0
20.0,-1.51,1.86,73.0
20.0,-3.02,1.85,71.0
20.0,-4.53,1.84,69.0
20.0,-6.04,1.83,68.0
20.0,-7.55,1.82,66.0
20.0,-9.06,1.81,64.0
20.0,-10.57,1.81,64.0
20.0,-12.08,1.83,67.0
20.0,-13.59,1.85,71.0
20.0,-15.1,1.88,75.0
20.0,-16.61,1.9,79.0
20.0,-18.12,1.91,82.0
20.0,-19.63,1.94,87.0
20.0,-21.14,1.97,93.0
20.0,-22.65,2.0,100.0
20.0,-24.16,2.03,108.0
20.0,-25.67,2.06,115.0
20.0,-27.18,2.09,122.0
20.0,-28.69,2.1,125.0
20.0,-30.2,2.1,125.0
20.0,-31.71,2.1,125.0
20.0,-33.22,2.1,126.0
20.0,-34.73,2.12,131.0
20.0,-36.24,2.14,139.0
20.0,-37.75,2.17,147.0
20.0,-39.26,2.19,156.0
20.0,-40.77,2.22,165.0
20.0,-42.28,2.24,172.0
20.0,-43.79,2.25,179.0
20.0,-45.3,2.27,187.0
20.0,-46.81,2.29,193.0
20.0,-48.32,2.3,198.0
20.0,-49.83,2.3,200.0
20.0,-51.34,2.3,200.0
20.0,-52.85,2.3,200.0
20.0,-54.36,2.3,200.0
20.0,-55.87,2.3,200.0
20.0,-57.38,2.3,200.0
20.0,-58.89,2.3,200.0
20.0,-60.4,2.3,200.0
22.5,0.0,1.87,74.0
22.5,-1.51,1.86,73.0
22.5,-3.02,1.85,71.0
22.5,-4.53,1.84,69.0
22.5,-6.04,1.83,68.0
22.5,-7.55,1.82,66.0
22.5,-9.06,1.81,64.0
22.5,-10.57,1.81,64.0
22.5,-12.08,1.83,67.0
22.5,-13.59,1.85,71.0
22.5,-15.1,1.88,75.0
22.5,-16.61,1.9,79.0
22.5,-18.12,1.91,82.0
22.5,-19.63,1.94,87.0
22.5,-21.14,1.97,93.0
22.5,-22.65,2.0,100.0
22.5,-24.16,2.03,108.0
22.5,-25.67,2.06,116.0
22.5,-27.18,2.09,122.0
22.5,-28.69,2.1,125.0
22.5,-30.2,2.1,125.0
22.5,-31.71,2.1,125.0
22.5,-33.22,2.1,125.0
22.5,-34.73,2.11,129.0
22.5,-36.24,2.14,138.0
22.5,-37.75,2.17,147.0
22.5,-39.26,2.19,156.0
22.5,-40.77,2.22,165.0
22.5,-42.28,2.24,172.0
22.5,-43.79,2.25,178.0
22.5,-45.3,2.27,185.0
22.5,-46.81,2.28,191.0
22.5,-48.32,2.29,196.0
22.5,-49.83,2.3,199.0
22.5,-51.34,2.3,200.0
22.5,-52.85,2.3,200.0
22.5,-54.36,2.3,200.0
22.5,-55.87,2.3,200.0
22.5,-57.38,2.3,200.0
22.5,-58.89,2.3,200.0
22.5,-60.4,2.3,200.0
25.0,0.0,1.87,74.0
25.0,-1.51,1.86,73.0
25.0,-3.02,1.85,71.0
25.0,-4.53,1.84,69.0
25.0,-6.04,1.83,68.0
25.0,-7.55,1.82,66.0
25.0,-9.06,1.81,64.0
25.0,-10.57,1.81,64.0
25.0,-12.08,1.83,67.0
25.0,-13.59,1.85,71.0
25.0,-15.1,1.88,75.0
25.0,-16.61,1.9,79.0
25.0,-18.12,1.91,82.0
25.0,-19.63,1.94,87.0
25.0,-21.14,1.97,93.0
25.0,-22.65,2.0,101.0
25.0,-24.16,2.04,109.0
25.0,-25.67,2.07,117.0
25.0,-27.18,2.09,123.0
25.0,-28.69,2.1,125.0
25.0,-30.2,2.1,125.0
25.0,-31.71,2.1,125.0
25.0,-33.22,2.1,125.0
25.0,-34.73,2.11,129.0
25.0,-36.24,2.14,138.0
25.0,-37.75,2.17,147.0
25.0,-39.26,2.19,156.0
25.0,-40.77,2.21,164.0
25.0,-42.28,2.23,170.0
25.0,-43.79,2.24,175.0
25.0,-45.3,2.26,181.0
25.0,-46.81,2.27,186.0
25.0,-48.32,2.28,192.0
25.0,-49.83,2.29,197.0
25.0,-51.34,2.3,200.0
25.0,-52.85,2.3,200.0
25.0,-54.36,2.3,200.0
25.0,-55.87,2.3,200.0
25.0,-57.38,2.3,200.0
25.0,-58.89,2.3,200.0
25.0,-60.4,2.3,200.0
27.5,0.0,1.87,74.0
27.5,-1.51,1.86,73.0
27.5,-3.02,1.85,71.0
27.5,-4.53,1.85,70.0
27.5,-6.04,1.83,68.0
27.5,-7.55,1.82,66.0
27.5,-9.06,1.81,64.0
27.5,-10.57,1.81,64.0
27.5,-12.08,1.83,67.0
27.5,-13.59,1.85,71.0
27.5,-15.1,1.88,75.0
27.5,-16.61,1.9,79.0
27.5,-18.12,1.91,82.0
27.5,-19.63,1.94,87.0
27.5,-21.14,1.97,93.0
27.5,-22.65,2.0,101.0
27.5,-24.16,2.04,109.0
27.5,-25.67,2.07,117.0
27.5,-27.18,2.09,123.0
27.5,-28.69,2.1,125.0
27.5,-30.2,2.1,125.0
27.5,-31.71,2.1,125.0
27.5,-33.22,2.1,125.0
27.5,-34.73,2.11,129.0
27.5,-36.24,2.14,137.0
27.5,-37.75,2.17,147.0
27.5,-39.26,2.19,156.0
27.5,-40.77,2.21,164.0
27.5,-42.28,2.23,169.0
27.5,-43.79,2.24,174.0
27.5,-45.3,2.25,179.0
27.5,-46.81,2.26,184.0
27.5,-48.32,2.28,190.0
27.5,-49.83,2.29,195.0
27.5,-51.34,2.3,199.0
27.5,-52.85,2.3,200.0
27.5,-54.36,2.3,200.0
27.5,-55.87,2.3,200.0
27.5,-57.38,2.3,200.0
27.5,-58.89,2.3,200.0
27.5,-60.4,2.3,200.0
30.0,0.0,1.87,74.0
30.0,-1.51,1.86,73.0
30.0,-3.02,1.85,71.0
30.0,-4.53,1.85,70.0
30.0,-6.04,1.83,68.0
30.0,-7.55,1.82,66.0
30.0,-9.06,1.81,64.0
30.0,-10.57,1.81,64.0
30.0,-12.08,1.83,67.0
30.0,-13.59,1.85,71.0
30.0,-15.1,1.88,75.0
30.0,-16.61,1.9,79.0
30.0,-18.12,1.91,82.0
30.0,-19.63,1.94,87.0
30.0,-21.14,1.97,93.0
30.0,-22.65,2.0,101.0
30.0,-24.16,2.04,109.0
30.0,-25.67,2.06,116.0
30.0,-27.18,2.09,123.0
30.0,-28.69,2.1,125.0
30.0,-30.2,2.1,125.0
30.0,-31.71,2.1,125.0
30.0,-33.22,2.1,125.0
30.0,-34.73,2.11,129.0
30.0,-36.24,2.14,138.0
30.0,-37.75,2.17,147.0
30.0,-39.26,2.19,156.0
30.0,-40.77,2.21,164.0
30.0,-42.28,2.23,169.0
30.0,-43.79,2.24,174.0
30.0,-45.3,2.25,179.0
30.0,-46.81,2.27,185.0
30.0,-48.32,2.28,190.0
30.0,-49.83,2.29,195.0
30.0,-51.34,2.3,199.0
30.0,-52.85,2.3,200.0
30.0,-54.36,2.3,200.0
30.0,-55.87,2.3,200.0
30.0,-57.38,2.3,200.0
30.0,-58.89,2.3,200.0
30.0,-60.4,2.3,200.0
32.5,0.0,1.87,74.0
32.5,-1.51,1.86,73.0
32.5,-3.02,1.85,71.0
32.5,-4.53,1.85,70.0
32.5,-6.04,1.83,68.0
32.5,-7.55,1.82,66.0
32.5,-9.06,1.81,64.0
32.5,-10.57,1.81,64.0
32.5,-12.08,1.83,67.0
32.5,-13.59,1.85,71.0
32.5,-15.1,1.88,75.0
32.5,-16.61,1.89,78.0
32.5,-18.12,1.91,82.0
32.5,-19.63,1.93,86.0
32.5,-21.14,1.96,92.0
32.5,-22.65,2.0,99.0
32.5,-24.16,2.03,107.0
32.5,-25.67,2.06,114.0
32.5,-27.18,2.08,121.0
32.5,-28.69,2.1,125.0
32.5,-30.2,2.1,125.0
32.5,-31.71,2.1,125.0
32.5,-33.22,2.1,125.0
32.5,-34.73,2.11,129.0
32.5,-36.24,2.14,138.0
32.5,-37.75,2.17,147.0
32.5,-39.26,2.19,156.0
32.5,-40.77,2.21,164.0
32.5,-42.28,2.23,170.0
32.5,-43.79,2.24,175.0
32.5,-45.3,2.26,181.0
32.5,-46.81,2.27,186.0
32.5,-48.32,2.28,191.0
32.5,-49.83,2.29,197.0
32.5,-51.34,2.3,200.0
32.5,-52.85,2.3,200.0
32.5,-54.36,2.3,200.0
32.5,-55.87,2.3,200.0
32.5,-57.38,2.3,200.0
32.5,-58.89,2.3,200.0
32.5,-60.4,2.3,200.0
35.0,0.0,1.87,74.0
35.0,-1.51,1.86,73.0
35.0,-3.02,1.85,71.0
35.0,-4.53,1.85,70.0
35.0,-6.04,1.83,68.0
35.0,-7.55,1.82,66.0
35.0,-9.06,1.81,64.0
35.0,-10.57,1.81,64.0
35.0,-12.08,1.83,67.0
35.0,-13.59,1.85,71.0
35.0,-15.1,1.87,74.0
35.0,-16.61,1.89,78.0
35.0,-18.12,1.91,81.0
35.0,-19.63,1.92,84.0
35.0,-21.14,1.95,90.0
35.0,-22.65,1.99,97.0
35.0,-24.16,2.02,105.0
35.0,-25.67,2.05,112.0
35.0,-27.18,2.08,119.0
35.0,-28.69,2.09,124.0
35.0,-30.2,2.1,125.0
35.0,-31.71,2.1,125.0
35.0,-33.22,2.1,126.0
35.0,-34.73,2.11,130.0
35.0,-36.24,2.14,137.0
35.0,-37.75,2.16,146.0
35.0,-39.26,2.19,154.0
35.0,-40.77,2.21,162.0
35.0,-42.28,2.23,170.0
35.0,-43.79,2.25,176.0
35.0,-45.3,2.26,182.0
35.0,-46.81,2.27,188.0
35.0,-48.32,2.29,193.0
35.0,-49.83,2.3,198.0
35.0,-51.34,2.3,200.0
35.0,-52.85,2.3,200.0
35.0,-54.36,2.3,200.0
35.0,-55.87,2.3,200.0
35.0,-57.38,2.3,200.0
35.0,-58.89,2.3,200.0
35.0,-60.4,2.3,200.0
37.5,0.0,1.87,74.0
37.5,-1.51,1.86,73.0
37.5,-3.02,1.85,71.0
37.5,-4.53,1.85,70.0
37.5,-6.04,1.83,68.0
37.5,-7.55,1.82,66.0
37.5,-9.06,1.81,64.0
37.5,-10.57,1.81,64.0
37.5,-12.08,1.83,67.0
37.5,-13.59,1.85,70.0
37.5,-15.1,1.86,73.0
37.5,-16.61,1.88,76.0
37.5,-18.12,1.9,79.0
37.5,-19.63,1.91,82.0
37.5,-21.14,1.94,87.0
37.5,-22.65,1.98,95.0
37.5,-24.16,2.01,102.0
37.5,-25.67,2.04,110.0
37.5,-27.18,2.07,117.0
37.5,-28.69,2.09,123.0
37.5,-30.2,2.1,125.0
37.5,-31.71,2.1,127.0
37.5,-33.22,2.11,130.0
37.5,-34.73,2.13,134.0
37.5,-36.24,2.14,139.0
37.5,-37.75,2.16,145.0
37.5,-39.26,2.18,152.0
37.5,-40.77,2.2,160.0
37.5,-42.28,2.23,168.0
37.5,-43.79,2.24,175.0
37.5,-45.3,2.26,182.0
37.5,-46.81,2.28,189.0
37.5,-48.32,2.29,195.0
37.5,-49.83,2.3,199.0
37.5,-51.34,2.3,200.0
37.5,-52.85,2.3,200.0
37.5,-54.36,2.3,200.0
37.5,-55.87,2.3,200.0
37.5,-57.38,2.3,200.0
37.5,-58.89,2.3,200.0
37.5,-60.4,2.3,200.0
40.0,0.0,1.87,74.0
40.0,-1.51,1.86,73.0
40.0,-3.02,1.85,71.0
40.0,-4.53,1.85,70.0
40.0,-6.04,1.83,68.0
40.0,-7.55,1.82,66.0
40.0,-9.06,1.81,64.0
40.0,-10.57,1.81,64.0
40.0,-12.08,1.82,66.0
40.0,-13.59,1.84,69.0
40.0,-15.1,1.86,72.0
40.0,-16.61,1.87,74.0
40.0,-18.12,1.89,77.0
40.0,-19.63,1.9,80.0
40.0,-21.14,1.93,86.0
40.0,-22.65,1.97,94.0
40.0,-24.16,2.0,101.0
40.0,-25.67,2.04,109.0
40.0,-27.18,2.06,116.0
40.0,-28.69,2.09,123.0
40.0,-30.2,2.1,127.0
40.0,-31.71,2.12,131.0
40.0,-33.22,2.13,135.0
40.0,-34.73,2.14,139.0
40.0,-36.24,2.16,143.0
40.0,-37.75,2.17,147.0
40.0,-39.26,2.18,152.0
40.0,-40.77,2.2,159.0
40.0,-42.28,2.22,166.0
40.0,-43.79,2.24,174.0
40.0,-45.3,2.26,181.0
40.0,-46.81,2.28,189.0
40.0,-48.32,2.29,196.0
40.0,-49.83,2.3,200.0
40.0,-51.34,2.3,200.0
40.0,-52.85,2.3,200.0
40.0,-54.36,2.3,200.0
40.0,-55.87,2.3,200.0
40.0,-57.38,2.3,200.0
40.0,-58.89,2.3,200.0
40.0,-60.4,2.3,200.0
42.5,0.0,1.87,74.0
42.5,-1.51,1.86,73.0
42.5,-3.02,1.85,71.0
42.5,-4.53,1.85,70.0
42.5,-6.04,1.83,68.0
42.5,-7.55,1.82,66.0
42.5,-9.06,1.81,64.0
42.5,-10.57,1.81,64.0
42.5,-12.08,1.81,65.0
42.5,-13.59,1.83,68.0
42.5,-15.1,1.85,71.0
42.5,-16.61,1.87,74.0
42.5,-18.12,1.89,77.0
42.5,-19.63,1.91,81.0
42.5,-21.14,1.94,87.0
42.5,-22.65,1.98,95.0
42.5,-24.16,2.01,102.0
42.5,-25.67,2.04,110.0
42.5,-27.18,2.07,117.0
42.5,-28.69,2.09,124.0
42.5,-30.2,2.11,129.0
42.5,-31.71,2.13,134.0
42.5,-33.22,2.14,138.0
42.5,-34.73,2.15,142.0
42.5,-36.24,2.16,146.0
42.5,-37.75,2.18,150.0
42.5,-39.26,2.19,155.0
42.5,-40.77,2.2,160.0
42.5,-42.28,2.22,167.0
42.5,-43.79,2.24,175.0
42.5,-45.3,2.26,182.0
42.5,-46.81,2.28,190.0
42.5,-48.32,2.29,197.0
42.5,-49.83,2.3,200.0
42.5,-51.34,2.3,200.0
42.5,-52.85,2.3,200.0
42.5,-54.36,2.3,200.0
42.5,-55.87,2.3,200.0
42.5,-57.38,2.3,200.0
42.5,-58.89,2.3,200.0
42.5,-60.4,2.3,200.0
45.0,0.0,1.87,74.0
45.0,-1.51,1.86,73.0
45.0,-3.02,1.85,71.0
45.0,-4.53,1.85,70.0
45.0,-6.04,1.83,68.0
45.0,-7.55,1.82,66.0
45.0,-9.06,1.81,64.0
45.0,-10.57,1.81,64.0
45.0,-12.08,1.81,65.0
45.0,-13.59,1.84,69.0
45.0,-15.1,1.86,72.0
45.0,-16.61,1.88,76.0
45.0,-18.12,1.9,79.0
45.0,-19.63,1.92,84.0
45.0,-21.14,1.95,90.0
45.0,-22.65,1.99,97.0
45.0,-24.16,2.02,104.0
45.0,-25.67,2.05,112.0
45.0,-27.18,2.08,119.0
45.0,-28.69,2.1,125.0
45.0,-30.2,2.11,130.0
45.0,-31.71,2.13,135.0
45.0,-33.22,2.14,139.0
45.0,-34.73,2.16,144.0
45.0,-36.24,2.17,148.0
45.0,-37.75,2.18,153.0
45.0,-39.26,2.2,157.0
45.0,-40.77,2.21,162.0
45.0,-42.28,2.23,170.0
45.0,-43.79,2.25,177.0
45.0,-45.3,2.26,184.0
45.0,-46.81,2.28,191.0
45.0,-48.32,2.29,197.0
45.0,-49.83,2.3,200.0
45.0,-51.34,2.3,200.0
45.0,-52.85,2.3,200.0
45.0,-54.36,2.3,200.0
45.0,-55.87,2.3,200.0
45.0,-57.38,2.3,200.0
45.0,-58.89,2.3,200.0
45.0,-60.4,2.3,200.0
47.5,0.0,1.87,74.0
47.5,-1.51,1.86,73.0
47.5,-3.02,1.85,71.0
47.5,-4.53,1.85,70.0
47.5,-6.04,1.83,68.0
47.5,-7.55,1.82,66.0
47.5,-9.06,1.81,64.0
47.5,-10.57,1.81,64.0
47.5,-12.08,1.82,66.0
47.5,-13.59,1.85,70.0
47.5,-15.1,1.87,74.0
47.5,-16.61,1.89,78.0
47.5,-18.12,1.91,81.0
47.5,-19.63,1.93,86.0
47.5,-21.14,1.96,92.0
47.5,-22.65,2.0,99.0
47.5,-24.16,2.03,106.0
47.5,-25.67,2.05,113.0
47.5,-27.18,2.08,120.0
47.5,-28.69,2.1,126.0
47.5,-30.2,2.12,131.0
47.5,-31.71,2.13,136.0
47.5,-33.22,2.15,141.0
47.5,-34.73,2.16,145.0
47.5,-36.24,2.18,150.0
47.5,-37.75,2.19,154.0
47.5,-39.26,2.2,159.0
47.5,-40.77,2.21,164.0
47.5,-42.28,2.24,172.0
47.5,-43.79,2.25,179.0
47.5,-45.3,2.27,186.0
47.5,-46.81,2.29,193.0
47.5,-48.32,2.3,198.0
47.5,-49.83,2.3,200.0
47.5,-51.34,2.3,200.0
47.5,-52.85,2.3,200.0
47.5,-54.36,2.3,200.0
47.5,-55.87,2.3,200.0
47.5,-57.38,2.3,200.0
47.5,-58.89,2.3,200.0
47.5,-60.4,2.3,200.0
50.0,0.0,1.87,74.0
50.0,-1.51,1.86,73.0
